sector,size,is_outlier,d1_q1,d1_q2,d1_q3,d1_q4,d1_q5,d2_q1,d2_q2,d2_q3,d2_q4,d2_q5,d3_q1,d3_q2,d3_q3,d3_q4,d3_q5,d4_q1,d4_q2,d4_q3,d4_q4,d4_q5,d5_q1,d5_q2,d5_q3,d5_q4,d5_q5,dim_avg_data,dim_avg_talent,dim_avg_technology,dim_avg_strategy,dim_avg_processes,maturity_score
manufacturing,startup,False,1,1,1,1,1,2,3,2,2,2,3,3,3,5,2,5,1,3,1,2,4,3,4,3,2,1.0,2.2,3.2,2.4,3.2,2.29
energy_utilities,medium,False,4,4,3,3,2,2,3,2,3,2,3,2,3,2,1,4,3,2,2,4,4,3,3,4,5,3.2,2.4,2.2,3.0,3.8,2.89
energy_utilities,medium,False,3,4,3,3,3,3,3,4,2,3,3,4,4,4,4,2,2,3,1,2,3,2,3,3,3,3.2,3.0,3.8,2.0,2.8,2.98
fintech,large,False,5,4,3,4,5,4,2,3,3,3,4,3,4,4,3,5,5,4,5,5,4,5,4,4,2,4.2,3.0,3.6,4.8,3.8,3.9
healthcare,medium,False,3,1,3,2,1,4,3,4,3,4,3,4,2,3,3,3,3,2,2,4,3,5,5,5,5,2.0,3.6,3.0,2.8,4.6,3.0700000000000003
logistics,medium,False,3,2,3,1,3,4,3,4,4,3,3,3,3,3,3,3,2,3,2,2,2,3,4,2,3,2.4,3.6,3.0,2.4,2.8,2.8200000000000003
energy_utilities,medium,False,2,3,2,1,3,3,4,4,3,3,4,2,2,3,4,3,3,3,3,2,4,3,5,4,3,2.2,3.4,3.0,2.8,3.8,2.96
logistics,large,False,2,2,2,2,4,3,4,4,3,3,3,2,3,3,1,3,3,3,2,3,3,3,3,3,4,2.4,3.4,2.4,2.8,3.2,2.8
tech_software,large,False,5,4,4,5,5,5,5,4,4,4,5,5,5,5,4,5,3,4,3,4,4,5,3,4,3,4.6,4.4,4.8,3.8,3.8,4.32
banking_insurance,startup,False,3,2,1,2,2,4,4,4,3,4,2,4,2,1,3,2,2,1,4,3,4,3,4,3,4,2.0,3.8,2.4,2.4,3.6,2.76
energy_utilities,enterprise,False,2,3,4,3,4,3,4,2,1,2,2,2,1,3,1,3,4,2,3,3,4,3,4,4,4,3.2,2.4,1.8,3.0,3.8,2.81
healthcare,medium,False,3,3,3,3,3,2,3,2,1,4,2,2,2,2,2,5,5,4,4,3,4,3,3,4,3,3.0,2.4,2.0,4.2,3.4,2.9799999999999995
manufacturing,small,False,2,2,2,3,1,2,1,2,2,3,3,2,2,2,3,4,3,4,2,3,3,4,3,2,4,2.0,2.0,2.4,3.2,3.2,2.5
healthcare,startup,True,2,3,1,2,1,3,4,2,2,4,1,2,1,2,2,2,1,4,2,1,2,2,3,3,2,1.8,3.0,1.6,2.0,2.4,2.13
healthcare,startup,False,3,4,3,4,3,2,2,2,1,3,3,3,3,3,3,1,2,2,3,2,1,2,2,3,3,3.4,2.0,3.0,2.0,2.2,2.58
energy_utilities,medium,False,4,4,4,4,3,2,2,4,1,4,2,4,3,3,5,2,2,2,2,2,2,2,3,3,2,3.8,2.6,3.4,2.0,2.4,2.9099999999999997
healthcare,startup,False,4,3,3,3,5,2,2,1,1,2,2,2,2,3,4,2,4,1,2,2,4,4,3,4,4,3.6,1.6,2.6,2.2,3.8,2.75
logistics,large,False,4,2,1,2,3,3,3,2,2,2,3,4,4,5,3,3,2,4,4,3,5,3,4,4,2,2.4,2.4,3.8,3.2,3.6,3.0200000000000005
logistics,small,False,2,2,2,1,2,3,2,2,2,1,3,4,2,4,3,3,3,4,3,3,4,3,5,4,4,1.8,2.0,3.2,3.2,4.0,2.7300000000000004
banking_insurance,medium,False,4,4,4,3,3,4,4,4,5,4,3,2,2,1,3,3,1,4,3,2,5,2,4,4,5,3.6,4.2,2.2,2.6,4.0,3.3000000000000003
tech_software,startup,False,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,3,2,4,4,5,5,5,5,4,5.0,4.6,4.8,3.6,4.8,4.57
tech_software,large,False,4,4,4,4,4,3,4,3,4,4,3,5,4,5,4,5,3,4,3,5,4,5,4,4,4,4.0,3.6,4.2,4.0,4.2,3.99
fintech,large,True,3,4,4,4,3,4,3,4,4,3,5,5,5,5,5,4,3,3,2,3,2,2,2,1,1,3.6,3.6,5.0,3.0,1.6,3.46
retail_ecommerce,small,False,1,2,3,3,3,4,5,3,5,2,4,4,4,4,4,5,3,3,5,4,3,3,2,3,1,2.4,3.8,4.0,4.0,2.4,3.32
fintech,small,False,3,4,5,4,3,4,5,4,3,4,4,5,4,3,5,5,3,3,4,5,2,3,4,1,4,3.8,4.0,4.2,4.0,2.8,3.8099999999999996
healthcare,large,False,3,2,3,2,3,2,1,2,2,1,3,1,2,1,3,3,3,4,4,3,2,4,3,3,3,2.6,1.6,2.0,3.4,3.0,2.5
professional_services,enterprise,True,1,1,1,1,1,3,4,2,2,3,3,2,4,4,3,3,4,4,3,5,4,5,4,4,4,1.0,2.8,3.2,3.8,4.2,2.84
professional_services,large,False,2,3,3,4,2,2,2,3,4,2,1,2,1,2,1,4,4,4,3,4,3,5,2,2,4,2.8,2.6,1.4,3.8,3.2,2.7399999999999998
manufacturing,startup,False,2,3,1,1,3,2,3,2,2,3,3,3,1,3,2,2,2,4,2,1,3,3,3,3,3,2.0,2.4,2.4,2.2,3.0,2.3499999999999996
manufacturing,medium,True,4,3,4,2,3,2,3,3,3,3,4,3,4,5,4,3,3,3,3,2,3,3,1,4,3,3.2,2.8,4.0,2.8,2.8,3.14
healthcare,startup,False,3,2,2,1,2,2,3,2,3,2,4,3,3,4,2,1,1,2,2,2,2,1,2,3,2,2.0,2.4,3.2,1.6,2.0,2.24
professional_services,medium,False,2,3,2,4,3,3,3,4,3,4,3,2,4,3,3,3,4,3,3,4,3,3,3,2,4,2.8,3.4,3.0,3.4,3.0,3.1100000000000003
healthcare,startup,False,2,4,3,2,2,2,1,2,3,3,2,3,3,2,3,3,2,3,4,3,3,3,3,3,2,2.6,2.2,2.6,3.0,2.8,2.63
fintech,small,False,5,5,3,3,4,3,4,4,4,3,4,3,5,5,5,4,2,3,4,3,2,2,3,3,4,4.0,3.6,4.4,3.2,2.8,3.6600000000000006
tech_software,small,False,5,4,4,4,4,4,3,5,3,4,3,4,3,4,4,3,4,3,3,4,5,4,4,3,3,4.2,3.8,3.6,3.4,3.8,3.7800000000000002
energy_utilities,medium,False,3,3,3,3,4,2,3,2,3,2,3,2,2,3,2,3,4,2,4,2,5,4,4,4,4,3.2,2.4,2.4,3.0,4.2,2.99
tech_software,medium,False,4,5,4,4,3,3,5,3,2,4,5,5,4,4,4,5,5,5,4,5,4,4,4,4,5,4.0,3.4,4.4,4.8,4.2,4.15
tech_software,medium,False,4,3,4,4,3,5,3,4,3,3,3,3,4,3,4,3,5,3,3,3,4,4,4,5,4,3.6,3.6,3.4,3.4,4.2,3.6100000000000003
manufacturing,small,False,1,1,2,3,3,2,3,2,3,3,3,4,3,4,4,2,1,1,2,2,3,4,2,3,2,2.0,2.6,3.6,1.6,2.8,2.4800000000000004
energy_utilities,large,False,4,2,4,4,5,3,2,3,3,3,2,3,2,3,3,3,3,4,3,5,4,3,3,3,3,3.8,2.8,2.6,3.6,3.2,3.23
retail_ecommerce,large,False,4,5,4,5,3,4,3,3,3,4,5,3,4,3,3,3,3,2,3,3,2,2,3,4,3,4.2,3.4,3.6,2.8,2.8,3.43
manufacturing,large,False,3,3,2,2,3,3,2,1,1,1,2,3,3,4,2,4,4,3,2,3,5,4,3,4,3,2.6,1.6,2.8,3.2,3.8,2.7399999999999998
manufacturing,medium,False,1,1,1,1,1,2,2,2,1,4,3,2,1,2,2,2,1,2,2,2,3,3,4,3,3,1.0,2.2,2.0,1.8,3.2,1.9300000000000002
education,enterprise,False,3,4,3,3,4,3,3,4,3,3,2,3,2,1,3,3,3,5,4,3,1,3,3,3,3,3.4,3.2,2.2,3.6,2.6,3.0400000000000005
healthcare,medium,False,1,2,2,3,1,3,2,4,3,2,4,3,3,2,3,4,3,3,3,4,3,3,2,2,2,1.8,2.8,3.0,3.4,2.4,2.65
energy_utilities,small,False,3,3,4,3,2,2,3,2,2,3,3,2,2,3,3,3,1,3,2,3,3,2,2,3,3,3.0,2.4,2.6,2.4,2.6,2.62
tech_software,startup,False,4,5,4,4,5,5,4,4,5,4,5,5,5,5,5,3,2,2,4,3,4,4,3,3,4,4.4,4.4,5.0,2.8,3.6,4.08
banking_insurance,small,False,2,3,2,3,3,2,3,3,3,3,2,2,2,3,1,3,3,3,2,3,5,5,4,5,5,2.6,2.8,2.0,2.8,4.8,2.8899999999999997
healthcare,large,False,3,1,3,1,3,2,2,3,2,4,2,2,2,5,3,3,3,2,4,3,5,5,4,4,5,2.2,2.6,2.8,3.0,4.6,2.92
manufacturing,small,False,3,3,2,2,1,1,2,1,1,1,3,3,1,2,1,1,2,5,3,4,3,3,3,2,3,2.2,1.2,2.0,3.0,2.8,2.21
retail_ecommerce,small,False,3,3,3,3,4,3,5,4,4,3,3,2,4,2,2,5,5,5,5,5,3,2,4,4,4,3.2,3.8,2.6,5.0,3.4,3.59
education,small,False,2,2,2,2,3,1,2,1,1,2,2,2,4,3,2,3,3,4,2,2,3,1,2,3,3,2.2,1.4,2.6,2.8,2.4,2.27
tech_software,startup,False,3,4,3,4,3,5,5,5,5,4,5,5,5,5,4,4,2,3,2,3,4,5,4,4,3,3.4,4.8,4.8,2.8,4.0,3.93
tech_software,small,False,3,3,3,4,4,4,4,3,5,4,4,3,4,4,3,4,3,5,5,3,5,5,5,4,3,3.4,4.0,3.6,4.0,4.4,3.83
banking_insurance,enterprise,False,3,3,4,3,4,3,4,3,3,2,2,2,3,3,2,3,3,3,3,3,3,3,3,4,3,3.4,3.0,2.4,3.0,3.2,3.0100000000000002
banking_insurance,startup,False,3,2,4,3,3,2,2,3,4,3,1,3,2,3,2,3,4,4,2,2,2,5,2,4,3,3.0,2.8,2.2,3.0,3.2,2.83
banking_insurance,small,True,2,1,1,2,1,2,2,2,2,2,1,2,2,2,3,2,2,2,3,2,1,2,1,1,3,1.4,2.0,2.0,2.2,1.6,1.8299999999999998
education,startup,False,1,3,3,2,2,3,2,3,1,3,2,2,4,4,2,2,1,2,1,1,3,2,2,1,2,2.2,2.4,2.8,1.4,2.0,2.17
professional_services,startup,False,3,4,3,3,4,2,4,2,3,3,2,2,2,3,2,1,1,3,2,1,2,1,3,2,2,3.4,2.8,2.2,1.6,2.0,2.4699999999999998
fintech,large,False,4,3,4,5,4,4,4,4,4,5,3,3,3,2,3,3,3,4,4,4,4,3,4,4,4,4.0,4.2,2.8,3.6,3.8,3.69
logistics,enterprise,False,3,4,4,5,3,4,3,3,3,2,1,2,2,1,3,3,4,3,3,4,5,5,5,4,5,3.8,3.0,1.8,3.4,4.8,3.3100000000000005
logistics,small,False,3,2,3,2,3,1,3,2,2,3,2,2,3,2,2,3,3,3,4,4,4,3,3,3,3,2.6,2.2,2.2,3.4,3.2,2.6900000000000004
fintech,small,False,4,3,4,3,4,5,3,4,5,5,4,4,4,4,4,3,3,2,2,3,2,3,2,3,4,3.6,4.4,4.0,2.6,2.8,3.52
tech_software,small,False,4,5,4,4,5,5,4,4,4,3,3,3,4,5,4,4,4,4,5,4,4,2,3,4,4,4.4,4.0,3.8,4.2,3.4,4.01
manufacturing,small,False,1,1,1,2,1,2,1,1,2,1,2,3,3,2,4,2,2,1,2,2,5,4,4,4,4,1.2,1.4,2.8,1.8,4.2,2.13
professional_services,medium,False,4,4,3,4,4,2,1,3,3,2,2,2,2,2,2,4,4,3,5,4,3,4,2,4,5,3.8,2.2,2.0,4.0,3.6,3.13
retail_ecommerce,small,False,3,4,3,4,3,4,5,5,5,5,2,3,1,3,3,5,4,5,5,4,3,3,3,2,3,3.4,4.8,2.4,4.6,2.8,3.63
manufacturing,small,False,1,2,3,2,2,3,3,2,4,3,3,3,3,3,2,4,3,3,4,3,4,4,5,4,5,2.0,3.0,2.8,3.4,4.4,3.0000000000000004
fintech,small,False,4,5,3,4,4,4,3,3,4,3,4,4,4,2,4,3,3,2,3,2,5,4,2,4,4,4.0,3.4,3.6,2.6,3.8,3.49
healthcare,small,False,3,3,2,2,2,2,2,3,2,3,2,1,1,3,2,3,3,3,3,2,3,2,2,1,2,2.4,2.4,1.8,2.8,2.0,2.3
banking_insurance,startup,False,3,3,3,3,4,2,2,1,2,3,3,4,3,4,3,2,4,3,3,2,3,2,3,3,3,3.2,2.0,3.4,2.8,2.8,2.8600000000000003
tech_software,small,False,3,5,4,5,5,5,4,5,5,4,5,5,5,5,4,4,4,4,4,3,5,3,3,3,4,4.4,4.6,4.8,3.8,3.6,4.28
energy_utilities,startup,False,1,4,2,1,2,3,2,1,3,2,3,2,4,3,3,3,1,2,4,2,3,3,4,3,2,2.0,2.2,3.0,2.4,3.0,2.4699999999999998
education,large,False,1,3,3,2,2,3,3,1,3,2,2,1,2,1,1,3,4,3,3,3,3,4,3,3,3,2.2,2.4,1.4,3.2,3.2,2.43
logistics,startup,False,2,2,2,3,3,2,3,3,2,2,4,2,3,2,4,1,2,1,3,1,2,2,4,4,4,2.4,2.4,3.0,1.6,3.2,2.48
retail_ecommerce,startup,False,3,3,3,3,3,4,3,3,3,3,4,3,5,4,4,3,4,4,3,4,2,4,1,3,4,3.0,3.2,4.0,3.6,2.8,3.3300000000000005
energy_utilities,small,False,3,3,2,2,2,1,2,2,1,2,3,2,4,2,3,2,4,3,3,5,3,3,4,3,4,2.4,1.6,2.8,3.4,3.4,2.67
professional_services,enterprise,False,4,3,4,4,3,4,3,3,3,3,2,2,2,2,1,3,4,3,3,3,3,4,2,3,2,3.6,3.2,1.8,3.2,2.8,2.96
retail_ecommerce,small,False,2,3,2,3,1,3,3,4,3,3,4,4,3,3,2,4,4,3,3,4,3,3,2,2,2,2.2,3.2,3.2,3.6,2.4,2.91
banking_insurance,large,False,3,4,2,3,3,3,3,3,4,2,4,3,3,1,2,5,4,3,4,5,4,4,5,4,4,3.0,3.0,2.6,4.2,4.2,3.34
energy_utilities,small,False,4,2,3,3,3,2,2,2,2,2,3,2,2,1,3,3,4,4,4,4,3,3,1,2,2,3.0,2.0,2.2,3.8,2.2,2.6799999999999997
manufacturing,small,False,2,1,3,2,3,2,1,1,2,2,4,3,3,3,3,2,2,1,1,1,2,2,4,4,3,2.2,1.6,3.2,1.4,3.0,2.24
healthcare,startup,False,2,2,2,2,2,1,2,1,2,1,2,2,1,3,1,2,3,3,1,2,4,2,2,2,3,2.0,1.4,1.8,2.2,2.6,1.9700000000000002
retail_ecommerce,medium,True,3,3,3,3,2,2,3,3,5,3,2,3,3,2,1,5,4,5,5,5,2,2,1,2,3,2.8,3.2,2.2,4.8,2.0,3.04
manufacturing,small,False,4,3,3,4,2,1,2,2,4,2,1,1,2,2,2,3,5,3,3,5,3,3,3,3,2,3.2,2.2,1.6,3.8,2.8,2.74
tech_software,large,False,3,5,3,4,4,5,5,5,4,5,3,4,4,3,3,3,5,5,3,5,4,3,3,4,3,3.8,4.8,3.4,4.2,3.4,3.9399999999999995
professional_services,small,False,4,4,4,4,4,3,3,3,4,3,3,3,4,2,3,2,3,2,2,3,3,3,3,3,4,4.0,3.2,3.0,2.4,3.2,3.2
energy_utilities,medium,False,3,4,3,3,4,3,3,3,2,2,4,3,3,3,3,1,2,3,3,2,4,3,4,3,4,3.4,2.6,3.2,2.2,3.6,2.99
energy_utilities,small,False,2,2,2,2,3,2,4,2,2,3,4,4,3,4,2,3,2,3,3,3,1,2,3,3,3,2.2,2.6,3.4,2.8,2.4,2.67
manufacturing,small,False,2,3,3,3,1,3,3,3,3,2,3,4,4,4,3,3,3,3,3,4,4,4,4,3,3,2.4,2.8,3.6,3.2,3.6,3.06
banking_insurance,medium,False,3,3,3,3,2,1,2,3,3,2,2,4,3,2,1,3,3,2,4,3,4,5,4,4,4,2.8,2.2,2.4,3.0,4.2,2.85
manufacturing,enterprise,False,2,3,2,1,3,2,1,1,3,1,3,2,3,2,3,4,4,3,4,3,5,4,4,2,3,2.2,1.6,2.6,3.6,3.6,2.6500000000000004
energy_utilities,startup,False,3,5,4,4,5,3,1,3,1,2,2,2,1,1,2,2,3,3,1,2,3,2,2,3,2,4.2,2.0,1.6,2.2,2.4,2.5700000000000003
manufacturing,medium,False,3,2,3,3,3,3,2,2,2,2,3,2,3,3,3,3,1,1,2,2,4,3,3,2,3,2.8,2.2,2.8,1.8,3.0,2.51
manufacturing,medium,False,2,2,3,3,2,4,4,4,3,4,1,1,3,1,1,2,2,2,2,3,4,3,3,4,4,2.4,3.8,1.4,2.2,3.6,2.62
healthcare,large,False,4,4,5,5,3,1,2,3,1,1,2,2,4,3,1,3,5,2,4,4,3,5,3,4,4,4.2,1.6,2.4,3.6,3.8,3.14
banking_insurance,enterprise,False,3,3,2,2,4,4,3,3,4,3,2,2,4,3,2,4,3,4,4,2,2,4,3,3,3,2.8,3.4,2.6,3.4,3.0,3.0300000000000002
banking_insurance,small,False,4,4,3,4,4,2,3,1,2,2,3,4,2,5,3,4,3,3,3,4,3,2,3,5,4,3.8,2.0,3.4,3.4,3.4,3.2200000000000006
banking_insurance,medium,False,3,3,2,3,4,2,2,3,1,3,2,4,3,3,2,5,5,4,4,3,3,5,3,5,5,3.0,2.2,2.8,4.2,4.2,3.2199999999999998
professional_services,large,False,5,3,4,4,4,3,3,4,3,4,2,2,3,2,1,4,3,3,4,4,4,3,4,4,3,4.0,3.4,2.0,3.6,3.6,3.3400000000000003
retail_ecommerce,medium,True,5,3,4,5,5,3,5,3,4,4,2,3,4,2,3,3,3,3,4,3,5,5,5,5,4,4.4,3.8,2.8,3.2,4.8,3.7800000000000002
fintech,startup,False,2,3,3,4,3,4,4,4,2,2,5,4,4,5,5,4,5,4,4,5,2,2,3,3,2,3.0,3.2,4.6,4.4,2.4,3.5500000000000003
banking_insurance,medium,False,2,4,2,4,3,4,2,1,3,3,1,1,1,1,1,3,3,4,3,3,3,4,4,3,4,3.0,2.6,1.0,3.2,3.6,2.6500000000000004
manufacturing,startup,False,2,3,2,3,3,3,2,2,2,2,3,1,2,3,3,2,1,2,2,2,4,3,3,3,4,2.6,2.2,2.4,1.8,3.4,2.4400000000000004
tech_software,medium,False,5,5,5,5,5,5,5,3,5,4,5,4,4,4,4,2,5,4,3,4,4,3,4,4,2,5.0,4.4,4.2,3.6,3.4,4.2
energy_utilities,small,False,4,3,4,4,3,2,2,1,2,2,2,1,3,3,3,3,4,4,5,3,4,4,3,3,4,3.6,1.8,2.4,3.8,3.6,3.04
education,enterprise,False,5,5,4,5,3,2,1,2,3,2,4,4,3,3,4,4,3,3,3,2,2,3,3,3,3,4.4,2.0,3.6,3.0,2.8,3.24
banking_insurance,small,False,4,3,4,4,3,3,3,4,3,3,2,3,1,3,2,2,2,3,2,4,4,3,2,1,2,3.6,3.2,2.2,2.6,2.4,2.86
manufacturing,medium,False,1,2,3,2,3,1,1,2,3,2,4,1,2,3,3,2,1,2,2,2,4,4,4,4,3,2.2,1.8,2.6,1.8,3.8,2.3600000000000003
manufacturing,small,False,1,1,2,2,1,2,2,1,3,3,3,3,3,2,4,1,1,2,1,2,4,4,4,5,4,1.4,2.2,3.0,1.4,4.2,2.3000000000000003
tech_software,small,False,5,3,2,3,2,4,3,4,4,5,4,5,4,5,4,5,4,3,4,4,3,3,4,2,3,3.0,4.0,4.4,4.0,3.0,3.6800000000000006
logistics,enterprise,True,3,3,3,2,3,5,5,5,5,5,5,4,3,5,5,2,2,3,3,3,1,1,3,2,3,2.8,5.0,4.4,2.6,2.0,3.4
manufacturing,large,False,3,2,2,2,3,2,1,1,2,1,2,2,1,2,2,3,5,4,4,4,4,5,4,4,4,2.4,1.4,1.8,4.0,4.2,2.67
manufacturing,small,False,3,3,1,1,2,3,3,2,2,2,3,2,2,2,2,2,2,3,2,2,5,3,2,4,3,2.0,2.4,2.2,2.2,3.4,2.37
energy_utilities,large,False,3,3,4,3,4,3,4,3,3,3,3,4,3,2,2,3,2,2,3,2,5,4,3,3,4,3.4,3.2,2.8,2.4,3.8,3.1
retail_ecommerce,enterprise,False,5,5,3,5,5,3,5,5,3,3,3,3,3,4,5,5,4,2,3,5,4,3,2,4,3,4.6,3.8,3.6,3.8,3.2,3.8699999999999997
retail_ecommerce,medium,False,5,4,4,4,5,2,4,3,4,2,4,5,4,4,4,4,4,4,5,4,3,4,3,3,3,4.4,3.0,4.2,4.2,3.2,3.86
retail_ecommerce,medium,False,5,4,4,4,5,4,3,3,3,3,3,4,4,4,4,2,5,3,4,4,3,2,2,2,3,4.4,3.2,3.8,3.6,2.4,3.58
education,small,False,2,2,3,3,3,3,2,3,2,2,2,2,2,2,2,4,1,3,2,2,2,4,2,4,4,2.6,2.4,2.0,2.4,3.2,2.4899999999999998
tech_software,startup,False,3,3,3,2,3,4,4,4,4,4,5,4,5,4,4,4,4,4,5,4,2,2,2,3,1,2.8,4.0,4.4,4.2,2.0,3.5199999999999996
retail_ecommerce,medium,False,2,2,3,4,4,3,2,3,4,3,2,2,1,3,3,2,3,3,4,3,4,4,4,4,4,3.0,3.0,2.2,3.0,4.0,2.99
retail_ecommerce,small,False,3,4,5,3,3,2,3,3,3,2,5,4,4,5,5,4,4,3,3,2,3,4,3,2,4,3.6,2.6,4.6,3.2,3.2,3.46
tech_software,small,False,4,4,5,4,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,3,5,4,4.4,4.6,5.0,5.0,4.0,4.619999999999999
logistics,medium,False,3,4,3,4,3,2,4,3,3,3,4,3,4,3,4,3,3,4,2,3,4,4,4,4,5,3.4,3.0,3.6,3.0,4.2,3.4000000000000004
healthcare,small,False,2,4,3,3,3,2,1,2,2,2,2,2,1,2,2,2,2,3,1,2,4,3,3,3,4,3.0,1.8,1.8,2.0,3.4,2.38
education,large,False,2,3,2,2,2,3,3,4,4,4,3,3,3,5,4,5,3,3,2,3,4,5,4,4,3,2.2,3.6,3.6,3.2,4.0,3.2300000000000004
professional_services,medium,False,2,2,3,4,2,3,3,3,4,4,1,3,3,3,2,3,2,3,3,3,3,3,3,4,3,2.6,3.4,2.4,2.8,3.2,2.85
tech_software,large,False,4,4,4,4,3,5,5,5,5,4,5,4,3,4,4,4,4,5,5,3,4,3,3,4,1,3.8,4.8,4.0,4.2,3.0,4.0
manufacturing,enterprise,False,2,2,2,2,1,3,3,2,4,2,2,2,1,1,1,4,3,2,3,3,5,4,5,5,5,1.8,2.8,1.4,3.0,4.8,2.6100000000000003
manufacturing,small,False,2,3,1,2,2,2,2,2,3,3,4,3,3,2,2,2,2,2,1,1,5,3,4,4,3,2.0,2.4,2.8,1.6,3.8,2.43
education,small,False,3,2,2,1,2,4,4,5,4,3,3,1,2,1,2,3,4,3,2,4,1,3,3,3,3,2.0,4.0,1.8,3.2,2.6,2.6900000000000004
manufacturing,startup,False,2,2,2,1,2,2,4,2,3,1,3,1,1,1,2,2,4,2,2,2,4,4,4,3,2,1.8,2.4,1.6,2.4,3.4,2.24
healthcare,small,False,3,3,3,2,3,2,1,2,1,3,4,4,4,4,5,2,3,3,2,3,3,2,4,4,3,2.8,1.8,4.2,2.6,3.2,2.9
retail_ecommerce,small,False,5,2,4,5,4,3,4,3,4,3,2,3,2,1,2,4,5,5,4,4,3,3,2,3,5,4.0,3.4,2.0,4.4,3.2,3.44
tech_software,enterprise,False,5,5,4,4,4,3,5,5,4,4,5,5,3,5,4,5,3,3,4,4,3,3,3,3,4,4.4,4.2,4.4,3.8,3.2,4.0600000000000005
banking_insurance,medium,False,2,3,3,1,3,3,3,3,3,3,2,2,2,4,3,4,3,3,2,2,4,3,3,4,4,2.4,3.0,2.6,2.8,3.6,2.8200000000000003
tech_software,small,False,5,2,4,4,3,4,5,3,3,4,5,4,5,4,5,3,3,2,2,2,3,4,5,2,4,3.6,3.8,4.6,2.4,3.6,3.6
logistics,enterprise,False,3,3,3,2,3,3,4,4,5,4,3,4,3,3,5,4,3,3,4,4,3,3,2,3,4,2.8,4.0,3.6,3.6,3.0,3.3900000000000006
logistics,large,False,3,3,3,3,3,4,3,3,4,3,1,2,3,2,3,5,3,3,3,3,4,3,4,4,4,3.0,3.4,2.2,3.4,3.8,3.12
tech_software,small,False,4,4,4,4,5,5,5,4,5,5,5,4,5,4,4,2,2,3,3,3,3,3,3,4,5,4.2,4.8,4.4,2.6,3.6,3.9499999999999997
logistics,startup,False,2,4,1,2,2,2,3,4,4,3,2,3,3,3,3,2,3,3,4,2,4,3,5,5,3,2.2,3.2,2.8,2.8,4.0,2.91
retail_ecommerce,medium,False,4,4,4,4,3,3,4,5,4,4,4,3,4,4,4,2,3,3,3,5,1,3,3,3,4,3.8,4.0,3.8,3.2,2.8,3.57
logistics,large,False,4,3,3,5,5,3,4,3,4,3,2,1,2,1,2,3,3,3,3,3,5,5,3,3,3,4.0,3.4,1.6,3.0,3.8,3.17
professional_services,medium,False,1,3,3,3,1,3,5,5,3,3,4,3,4,3,4,1,2,3,3,2,2,3,2,3,3,2.2,3.8,3.6,2.2,2.6,2.8600000000000003
fintech,small,False,2,2,2,2,4,3,3,4,4,2,2,3,4,5,3,4,4,4,4,4,3,3,3,3,2,2.4,3.2,3.4,4.0,2.8,3.1400000000000006
healthcare,startup,False,3,3,2,2,4,3,2,4,2,4,4,3,3,4,4,3,4,3,3,2,3,2,2,2,2,2.8,3.0,3.6,3.0,2.2,2.95
fintech,small,False,4,5,4,3,4,4,4,4,4,3,4,3,4,4,4,3,2,3,4,3,2,3,2,3,2,4.0,3.8,3.8,3.0,2.4,3.48
tech_software,enterprise,True,5,5,5,5,5,3,3,5,5,5,3,4,3,4,4,5,5,5,5,5,4,4,4,4,4,5.0,4.2,3.6,5.0,4.0,4.41
logistics,small,False,1,2,1,1,3,2,2,3,2,2,2,4,2,2,3,1,2,3,2,4,3,4,4,3,3,1.6,2.2,2.6,2.4,3.4,2.35
logistics,medium,False,4,2,3,3,3,3,3,3,3,2,4,2,1,2,3,3,4,4,3,2,2,3,2,3,4,3.0,2.8,2.4,3.2,2.8,2.85
manufacturing,small,False,2,3,2,3,2,2,3,2,1,2,4,1,3,2,3,3,3,3,4,4,4,4,4,4,3,2.4,2.0,2.6,3.4,3.8,2.77
tech_software,medium,False,4,3,4,3,4,4,5,5,3,4,4,5,5,4,5,3,3,3,4,4,4,4,4,5,5,3.6,4.2,4.6,3.4,4.4,4.0
healthcare,startup,False,2,5,5,3,4,1,3,2,1,2,2,4,3,4,3,1,3,3,2,3,2,2,3,2,2,3.8,1.8,3.2,2.4,2.2,2.7600000000000002
professional_services,small,False,3,1,2,4,2,5,5,3,4,5,3,5,3,4,3,2,2,2,2,2,1,2,3,3,3,2.4,4.4,3.6,2.0,2.4,2.96
healthcare,startup,False,1,2,3,2,2,3,2,3,2,2,4,4,2,3,3,3,2,3,4,2,2,3,1,1,2,2.0,2.4,3.2,2.8,1.8,2.45
manufacturing,medium,False,5,4,4,4,2,3,3,3,3,3,3,2,3,2,2,2,1,1,3,3,3,3,2,4,4,3.8,3.0,2.4,2.0,3.2,2.91
tech_software,medium,False,3,2,3,3,3,3,5,4,4,4,4,4,4,4,4,4,5,3,4,5,5,5,4,4,5,2.8,4.0,4.0,4.2,4.6,3.8299999999999996
healthcare,medium,False,3,3,3,4,4,2,2,2,2,2,2,3,3,2,3,2,3,1,3,3,3,3,5,4,3,3.4,2.0,2.6,2.4,3.6,2.79
energy_utilities,medium,False,3,2,2,1,2,3,2,4,4,4,4,4,2,2,3,3,3,2,3,3,3,3,1,3,4,2.0,3.4,3.0,2.8,2.8,2.7600000000000002
